DEWP,TEMP,PRES,Iws,Is,Ir,hour_sin,hour_cos,pm2_1,pm2_24,pm2_24_mean
-2,16.0,1013.0,123.83,0,0,0.7071067811865476,-0.7071067811865475,17.0,49.0,25.0
-3,18.0,1012.0,131.88,0,0,0.49999999999999994,-0.8660254037844387,19.0,74.0,23.75
-4,18.0,1011.0,139.93,0,0,0.258819045102521,-0.9659258262890682,15.0,39.0,21.291666666666668
-3,19.0,1010.0,147.08,0,0,1.2246467991473532e-16,-1.0,22.0,34.0,20.583333333333332
-5,19.0,1009.0,155.13,0,0,-0.2588190451025208,-0.9659258262890683,13.0,70.0,19.708333333333332
-6,20.0,1008.0,162.28,0,0,-0.4999999999999998,-0.8660254037844388,14.0,36.0,17.375
-7,21.0,1007.0,3.13,0,0,-0.7071067811865471,-0.7071067811865479,15.0,28.0,16.5
-6,22.0,1006.0,8.94,0,0,-0.8660254037844384,-0.5000000000000004,10.0,49.0,15.75
-5,22.0,1006.0,16.09,0,0,-0.9659258262890683,-0.25881904510252063,23.0,16.0,14.666666666666666
-3,20.0,1006.0,19.22,0,0,-1.0,-1.8369701987210297e-16,14.0,10.0,14.583333333333334
-1,17.0,1006.0,1.79,0,0,-0.9659258262890684,0.2588190451025203,12.0,12.0,14.666666666666666
-2,16.0,1006.0,4.92,0,0,-0.8660254037844386,0.5000000000000001,13.0,16.0,14.708333333333334
-2,14.0,1007.0,6.71,0,0,-0.7071067811865477,0.7071067811865474,24.0,14.0,15.041666666666666
-1,13.0,1007.0,9.84,0,0,-0.5000000000000004,0.8660254037844384,32.0,13.0,15.791666666666666
2,12.0,1006.0,11.63,0,0,-0.25881904510252157,0.9659258262890681,37.0,12.0,16.791666666666668
1,9.0,1006.0,0.89,0,0,0.25881904510252074,0.9659258262890683,41.0,12.0,18.0
2,9.0,1006.0,1.78,0,0,0.49999999999999994,0.8660254037844387,99.0,9.0,21.625
2,8.0,1005.0,2.67,0,0,0.7071067811865475,0.7071067811865476,73.0,8.0,24.291666666666668
2,9.0,1005.0,3.56,0,0,0.8660254037844386,0.5000000000000001,60.0,11.0,26.458333333333332
2,10.0,1004.0,3.13,0,0,0.9659258262890683,0.25881904510252074,78.0,15.0,29.25
2,11.0,1004.0,4.92,0,0,1.0,6.123233995736766e-17,96.0,16.0,32.625
2,12.0,1004.0,1.79,0,0,0.9659258262890683,-0.25881904510252063,91.0,17.0,35.75
3,13.0,1004.0,0.89,0,0,0.8660254037844387,-0.49999999999999983,93.0,23.0,38.916666666666664
3,14.0,1004.0,3.13,0,0,0.7071067811865476,-0.7071067811865475,122.0,17.0,43.041666666666664
3,14.0,1004.0,4.92,0,0,0.49999999999999994,-0.8660254037844387,165.0,19.0,49.208333333333336
4,15.0,1003.0,6.71,0,0,0.258819045102521,-0.9659258262890682,156.0,15.0,54.916666666666664
4,15.0,1002.0,9.84,0,0,1.2246467991473532e-16,-1.0,162.0,22.0,61.041666666666664
5,17.0,1002.0,12.97,0,0,-0.2588190451025208,-0.9659258262890683,167.0,13.0,67.08333333333333
5,18.0,1001.0,16.1,0,0,-0.4999999999999998,-0.8660254037844388,167.0,14.0,73.5
5,18.0,1001.0,19.23,0,0,-0.7071067811865471,-0.7071067811865479,155.0,15.0,79.375
5,18.0,1001.0,24.15,0,0,-0.8660254037844384,-0.5000000000000004,126.0,10.0,84.0
5,17.0,1001.0,28.17,0,0,-0.9659258262890683,-0.25881904510252063,117.0,23.0,88.45833333333333
7,16.0,1002.0,31.3,0,0,-1.0,-1.8369701987210297e-16,97.0,14.0,91.54166666666667
7,15.0,1002.0,33.09,0,0,-0.9659258262890684,0.2588190451025203,95.0,12.0,94.91666666666667
7,14.0,1003.0,33.98,0,0,-0.8660254037844386,0.5000000000000001,90.0,13.0,98.16666666666667
7,14.0,1003.0,35.77,0,0,-0.7071067811865477,0.7071067811865474,93.0,24.0,101.5
8,12.0,1003.0,36.66,0,0,-0.5000000000000004,0.8660254037844384,100.0,32.0,104.66666666666667
7,11.0,1004.0,37.55,0,0,-0.25881904510252157,0.9659258262890681,83.0,37.0,106.79166666666667
7,11.0,1004.0,40.68,0,0,0.0,1.0,96.0,41.0,109.25
7,11.0,1003.0,43.81,0,0,0.25881904510252074,0.9659258262890683,103.0,99.0,111.83333333333333
6,11.0,1003.0,45.6,0,0,0.49999999999999994,0.8660254037844387,138.0,73.0,113.45833333333333
6,9.0,1003.0,46.49,0,0,0.7071067811865475,0.7071067811865476,148.0,60.0,116.58333333333333
5,9.0,1002.0,0.45,0,0,0.8660254037844386,0.5000000000000001,126.0,78.0,119.33333333333333
6,8.0,1003.0,1.79,0,0,0.9659258262890683,0.25881904510252074,101.0,96.0,120.29166666666667
6,9.0,1003.0,0.89,0,0,1.0,6.123233995736766e-17,104.0,91.0,120.625
7,12.0,1003.0,0.89,0,0,0.9659258262890683,-0.25881904510252063,116.0,93.0,121.66666666666667
6,15.0,1003.0,3.13,0,0,0.8660254037844387,-0.49999999999999983,143.0,122.0,123.75
7,16.0,1003.0,4.92,0,0,0.7071067811865476,-0.7071067811865475,151.0,165.0,124.95833333333333
4,18.0,1003.0,7.15,0,0,0.49999999999999994,-0.8660254037844387,149.0,156.0,124.29166666666667
1,20.0,1002.0,8.94,0,0,0.258819045102521,-0.9659258262890682,86.0,162.0,121.375
1,21.0,1002.0,20.12,0,0,1.2246467991473532e-16,-1.0,51.0,167.0,116.75
1,19.0,1002.0,32.19,0,0,-0.2588190451025208,-0.9659258262890683,41.0,167.0,111.5
6,15.0,1004.0,8.94,0,1,-0.4999999999999998,-0.8660254037844388,31.0,155.0,105.83333333333333
5,14.0,1006.0,8.05,0,0,-0.7071067811865471,-0.7071067811865479,26.0,126.0,100.45833333333333
4,14.0,1006.0,15.2,0,0,-0.8660254037844384,-0.5000000000000004,20.0,117.0,96.04166666666667
3,15.0,1007.0,21.01,0,0,-0.9659258262890683,-0.25881904510252063,15.0,97.0,91.79166666666667
3,15.0,1007.0,25.03,0,0,-1.0,-1.8369701987210297e-16,13.0,95.0,88.29166666666667
3,15.0,1007.0,28.16,0,0,-0.9659258262890684,0.2588190451025203,16.0,90.0,85.0
4,11.0,1008.0,0.89,0,0,-0.8660254037844386,0.5000000000000001,18.0,93.0,82.0
4,9.0,1008.0,0.89,0,0,-0.7071067811865477,0.7071067811865474,22.0,100.0,79.04166666666667
4,10.0,1008.0,1.78,0,0,-0.5000000000000004,0.8660254037844384,63.0,83.0,77.5
4,7.0,1008.0,2.23,0,0,-0.25881904510252157,0.9659258262890681,68.0,96.0,76.875
4,7.0,1008.0,1.79,0,0,0.0,1.0,82.0,103.0,76.29166666666667
4,7.0,1008.0,1.79,0,0,0.25881904510252074,0.9659258262890683,79.0,138.0,75.29166666666667
3,6.0,1009.0,4.92,0,0,0.49999999999999994,0.8660254037844387,51.0,148.0,71.66666666666667
3,5.0,1009.0,8.05,0,0,0.7071067811865475,0.7071067811865476,46.0,126.0,67.41666666666667
3,5.0,1009.0,9.84,0,0,0.8660254037844386,0.5000000000000001,67.0,101.0,64.95833333333333
2,6.0,1010.0,12.97,0,0,0.9659258262890683,0.25881904510252074,54.0,104.0,63.0
3,7.0,1010.0,16.1,0,0,1.0,6.123233995736766e-17,43.0,116.0,60.458333333333336
4,10.0,1012.0,0.89,0,0,0.9659258262890683,-0.25881904510252063,42.0,143.0,57.375
3,14.0,1013.0,1.79,0,0,0.8660254037844387,-0.49999999999999983,44.0,151.0,53.25
-4,16.0,1013.0,5.81,0,0,0.7071067811865476,-0.7071067811865475,29.0,149.0,48.166666666666664
-4,18.0,1013.0,10.73,0,0,0.49999999999999994,-0.8660254037844387,29.0,86.0,43.166666666666664
-3,18.0,1012.0,13.86,0,0,0.258819045102521,-0.9659258262890682,25.0,51.0,40.625
-2,20.0,1011.0,3.13,0,0,1.2246467991473532e-16,-1.0,20.0,41.0,39.333333333333336
-3,20.0,1011.0,3.13,0,0,-0.2588190451025208,-0.9659258262890683,19.0,31.0,38.416666666666664
-3,21.0,1010.0,1.79,0,0,-0.4999999999999998,-0.8660254037844388,25.0,26.0,38.166666666666664
-2,22.0,1009.0,4.02,0,0,-0.7071067811865471,-0.7071067811865479,27.0,20.0,38.208333333333336
2,20.0,1009.0,11.17,0,0,-0.8660254037844384,-0.5000000000000004,27.0,15.0,38.5
2,19.0,1009.0,16.98,0,0,-0.9659258262890683,-0.25881904510252063,36.0,13.0,39.375
1,18.0,1009.0,21.0,0,0,-1.0,-1.8369701987210297e-16,39.0,16.0,40.458333333333336
2,16.0,1009.0,24.13,0,0,-0.9659258262890684,0.2588190451025203,47.0,18.0,41.75
4,15.0,1010.0,28.15,0,0,-0.8660254037844386,0.5000000000000001,62.0,22.0,43.583333333333336
3,15.0,1010.0,33.07,0,0,-0.7071067811865477,0.7071067811865474,64.0,63.0,45.333333333333336
4,12.0,1011.0,34.86,0,0,-0.5000000000000004,0.8660254037844384,73.0,68.0,45.75
4,12.0,1011.0,37.99,0,0,-0.25881904510252157,0.9659258262890681,59.0,82.0,45.375
4,12.0,1011.0,41.12,0,0,0.0,1.0,60.0,79.0,44.458333333333336
3,12.0,1011.0,42.91,0,0,0.25881904510252074,0.9659258262890683,61.0,51.0,43.708333333333336
4,12.0,1010.0,44.7,0,0,0.49999999999999994,0.8660254037844387,61.0,46.0,44.125
5,13.0,1009.0,48.72,0,0,0.7071067811865475,0.7071067811865476,59.0,67.0,44.666666666666664
4,11.0,1009.0,1.79,0,0,0.8660254037844386,0.5000000000000001,63.0,54.0,44.5
4,10.0,1009.0,1.79,0,0,0.9659258262890683,0.25881904510252074,70.0,43.0,45.166666666666664
4,10.0,1009.0,1.79,0,0,1.0,6.123233995736766e-17,64.0,42.0,46.041666666666664
5,12.0,1009.0,3.58,0,0,0.9659258262890683,-0.25881904510252063,75.0,44.0,47.416666666666664
4,13.0,1009.0,5.37,0,0,0.8660254037844387,-0.49999999999999983,82.0,29.0,49.0
3,15.0,1009.0,3.13,0,0,0.7071067811865476,-0.7071067811865475,93.0,29.0,51.666666666666664
2,17.0,1008.0,4.92,0,0,0.49999999999999994,-0.8660254037844387,90.0,25.0,54.208333333333336
3,19.0,1007.0,1.79,0,0,0.258819045102521,-0.9659258262890682,84.0,20.0,56.666666666666664
2,20.0,1006.0,3.58,0,0,1.2246467991473532e-16,-1.0,84.0,19.0,59.333333333333336
4,22.0,1005.0,3.13,0,0,-0.2588190451025208,-0.9659258262890683,99.0,25.0,62.666666666666664
8,16.0,1002.0,0.89,0,0,0.0,1.0,105.0,27.0,66.0
10,15.0,1000.0,1.79,0,0,0.8660254037844387,-0.49999999999999983,165.0,27.0,71.75
10,16.0,998.0,1.79,0,0,0.7071067811865476,-0.7071067811865475,166.0,36.0,77.54166666666667
10,18.0,997.0,4.92,0,0,0.49999999999999994,-0.8660254037844387,185.0,39.0,83.75
10,19.0,997.0,8.05,0,0,0.258819045102521,-0.9659258262890682,162.0,47.0,88.875
10,20.0,997.0,9.84,0,0,1.2246467991473532e-16,-1.0,163.0,62.0,93.70833333333333
10,20.0,996.0,12.97,0,0,-0.2588190451025208,-0.9659258262890683,172.0,64.0,98.29166666666667
10,20.0,996.0,16.1,0,0,-0.4999999999999998,-0.8660254037844388,165.0,73.0,102.5
10,20.0,998.0,19.23,0,0,-0.7071067811865471,-0.7071067811865479,163.0,59.0,106.25
10,19.0,998.0,21.02,0,0,-0.8660254037844384,-0.5000000000000004,152.0,60.0,110.125
11,18.0,998.0,24.15,0,0,-0.9659258262890683,-0.25881904510252063,157.0,61.0,114.16666666666667
13,15.0,998.0,28.17,0,1,-1.0,-1.8369701987210297e-16,162.0,61.0,118.375
13,15.0,999.0,31.3,0,0,-0.9659258262890684,0.2588190451025203,171.0,59.0,122.95833333333333
13,15.0,1000.0,34.43,0,0,-0.8660254037844386,0.5000000000000001,172.0,63.0,127.66666666666667
12,14.0,1001.0,36.22,0,0,-0.7071067811865477,0.7071067811865474,170.0,70.0,132.125
12,13.0,1000.0,0.89,0,0,-0.5000000000000004,0.8660254037844384,168.0,64.0,136.20833333333334
12,13.0,1000.0,0.89,0,0,-0.25881904510252157,0.9659258262890681,172.0,75.0,140.70833333333334
12,13.0,1000.0,1.78,0,0,0.0,1.0,168.0,82.0,144.58333333333334
11,12.0,1000.0,2.67,0,0,0.25881904510252074,0.9659258262890683,178.0,93.0,148.58333333333334
12,12.0,999.0,1.79,0,0,0.49999999999999994,0.8660254037844387,170.0,90.0,151.79166666666666
12,13.0,1000.0,3.58,0,0,0.7071067811865475,0.7071067811865476,172.0,84.0,155.20833333333334
12,13.0,999.0,6.71,0,0,0.8660254037844386,0.5000000000000001,186.0,84.0,159.45833333333334
12,13.0,999.0,9.84,0,0,0.9659258262890683,0.25881904510252074,176.0,99.0,163.29166666666666
12,13.0,999.0,11.63,0,0,1.0,6.123233995736766e-17,183.0,105.0,166.79166666666666
12,13.0,1000.0,13.42,0,0,0.9659258262890683,-0.25881904510252063,194.0,165.0,170.5
12,13.0,999.0,16.55,0,0,0.8660254037844387,-0.49999999999999983,195.0,166.0,171.75
12,14.0,1000.0,18.34,0,0,0.7071067811865476,-0.7071067811865475,200.0,185.0,173.16666666666666
12,16.0,999.0,21.47,0,0,0.49999999999999994,-0.8660254037844387,218.0,162.0,174.54166666666666
0,19.0,1000.0,5.81,0,0,0.258819045102521,-0.9659258262890682,232.0,163.0,177.45833333333334
-3,20.0,1001.0,12.96,0,0,1.2246467991473532e-16,-1.0,187.0,172.0,178.45833333333334
-2,19.0,1001.0,28.16,0,0,-0.2588190451025208,-0.9659258262890683,97.0,165.0,175.33333333333334
1,18.0,1001.0,41.12,0,0,-0.4999999999999998,-0.8660254037844388,76.0,163.0,171.625
0,19.0,1001.0,53.19,0,0,-0.7071067811865471,-0.7071067811865479,53.0,152.0,167.04166666666666
-2,19.0,1001.0,66.15,0,0,-0.8660254037844384,-0.5000000000000004,36.0,157.0,162.20833333333334
-1,19.0,1002.0,74.2,0,0,-0.9659258262890683,-0.25881904510252063,41.0,162.0,157.375
-2,18.0,1003.0,85.38,0,0,-1.0,-1.8369701987210297e-16,81.0,171.0,154.0
-1,17.0,1004.0,98.34,0,0,-0.9659258262890684,0.2588190451025203,120.0,172.0,151.875
-1,17.0,1006.0,109.52,0,0,-0.8660254037844386,0.5000000000000001,201.0,170.0,153.08333333333334
-1,17.0,1007.0,119.35,0,0,-0.7071067811865477,0.7071067811865474,214.0,168.0,154.91666666666666
-1,17.0,1007.0,125.16,0,0,-0.5000000000000004,0.8660254037844384,238.0,172.0,157.83333333333334
-3,17.0,1007.0,132.31,0,0,-0.25881904510252157,0.9659258262890681,251.0,168.0,161.125
-3,17.0,1007.0,139.46,0,0,0.0,1.0,234.0,178.0,163.875
-3,17.0,1008.0,145.27,0,0,0.25881904510252074,0.9659258262890683,164.0,170.0,163.29166666666666
-3,16.0,1008.0,150.19,0,0,0.49999999999999994,0.8660254037844387,136.0,172.0,161.875
-3,17.0,1009.0,156.0,0,0,0.7071067811865475,0.7071067811865476,108.0,186.0,159.20833333333334
-3,17.0,1009.0,164.05,0,0,0.8660254037844386,0.5000000000000001,88.0,176.0,155.125
-2,16.0,1009.0,169.86,0,0,0.9659258262890683,0.25881904510252074,65.0,183.0,150.5
-2,17.0,1011.0,177.01,0,0,1.0,6.123233995736766e-17,83.0,194.0,146.33333333333334
-1,18.0,1011.0,185.06,0,0,0.9659258262890683,-0.25881904510252063,96.0,195.0,142.25
-1,20.0,1011.0,194.0,0,0,0.8660254037844387,-0.49999999999999983,100.0,200.0,138.29166666666666
0,22.0,1012.0,199.81,0,0,0.7071067811865476,-0.7071067811865475,99.0,218.0,134.08333333333334
-1,24.0,1012.0,205.62,0,0,0.49999999999999994,-0.8660254037844387,89.0,232.0,128.70833333333334
-1,25.0,1011.0,209.64,0,0,0.258819045102521,-0.9659258262890682,86.0,187.0,122.625
-2,25.0,1011.0,216.79,0,0,1.2246467991473532e-16,-1.0,60.0,97.0,117.33333333333333
-3,26.0,1010.0,225.73,0,0,-0.2588190451025208,-0.9659258262890683,49.0,76.0,115.33333333333333
-3,27.0,1010.0,234.67,0,0,-0.4999999999999998,-0.8660254037844388,38.0,53.0,113.75
-2,27.0,1009.0,242.72,0,0,-0.7071067811865471,-0.7071067811865479,38.0,36.0,113.125
-3,26.0,1009.0,247.64,0,0,-0.8660254037844384,-0.5000000000000004,42.0,41.0,113.375
-3,27.0,1009.0,252.56,0,0,-0.9659258262890683,-0.25881904510252063,39.0,81.0,113.29166666666667
-4,26.0,1009.0,255.69,0,0,-1.0,-1.8369701987210297e-16,31.0,120.0,111.20833333333333
-1,23.0,1010.0,3.13,0,0,-0.9659258262890684,0.2588190451025203,41.0,201.0,107.91666666666667
-1,22.0,1010.0,7.15,0,0,-0.8660254037844386,0.5000000000000001,33.0,214.0,100.91666666666667
0,23.0,1011.0,12.07,0,0,-0.7071067811865477,0.7071067811865474,37.0,238.0,93.54166666666667
0,22.0,1011.0,1.79,0,0,-0.5000000000000004,0.8660254037844384,40.0,251.0,85.29166666666667
0,20.0,1011.0,4.92,0,0,-0.25881904510252157,0.9659258262890681,37.0,234.0,76.375
1,18.0,1012.0,8.05,0,0,0.0,1.0,33.0,164.0,68.0
-1,18.0,1012.0,11.18,0,0,0.25881904510252074,0.9659258262890683,38.0,136.0,62.75
-3,17.0,1012.0,15.2,0,0,0.49999999999999994,0.8660254037844387,48.0,108.0,59.083333333333336
-1,12.0,1012.0,16.99,0,0,0.7071067811865475,0.7071067811865476,26.0,88.0,55.666666666666664
-1,11.0,1012.0,0.89,0,0,0.8660254037844386,0.5000000000000001,15.0,65.0,52.625
2,10.0,1012.0,1.78,0,0,0.9659258262890683,0.25881904510252074,18.0,83.0,50.666666666666664
2,10.0,1012.0,1.79,0,0,1.0,6.123233995736766e-17,17.0,96.0,47.916666666666664
-1,16.0,1012.0,4.92,0,0,0.9659258262890683,-0.25881904510252063,15.0,100.0,44.541666666666664
-1,19.0,1012.0,6.71,0,0,0.8660254037844387,-0.49999999999999983,24.0,99.0,41.375
-3,23.0,1012.0,13.86,0,0,0.7071067811865476,-0.7071067811865475,23.0,89.0,38.208333333333336
-7,25.0,1012.0,23.69,0,0,0.49999999999999994,-0.8660254037844387,20.0,86.0,35.333333333333336
-8,25.0,1012.0,35.76,0,0,0.258819045102521,-0.9659258262890682,27.0,60.0,32.875
-8,26.0,1011.0,47.83,0,0,1.2246467991473532e-16,-1.0,14.0,49.0,30.958333333333332
-7,26.0,1010.0,59.01,0,0,-0.2588190451025208,-0.9659258262890683,12.0,38.0,29.416666666666668
-9,26.0,1010.0,71.08,0,0,-0.4999999999999998,-0.8660254037844388,16.0,38.0,28.5
-9,26.0,1010.0,83.15,0,0,-0.7071067811865471,-0.7071067811865479,27.0,42.0,28.041666666666668
-9,26.0,1009.0,94.33,0,0,-0.8660254037844384,-0.5000000000000004,24.0,39.0,27.291666666666668
-10,25.0,1009.0,102.38,0,0,-0.9659258262890683,-0.25881904510252063,41.0,31.0,27.375
-11,23.0,1010.0,108.19,0,0,-1.0,-1.8369701987210297e-16,31.0,41.0,27.375
-11,21.0,1010.0,112.21,0,0,-0.9659258262890684,0.2588190451025203,23.0,33.0,26.625
-11,17.0,1011.0,115.34,0,0,-0.8660254037844386,0.5000000000000001,19.0,37.0,26.041666666666668
-11,17.0,1013.0,118.47,0,0,-0.7071067811865477,0.7071067811865474,34.0,40.0,25.916666666666668
-10,17.0,1013.0,120.26,0,0,-0.5000000000000004,0.8660254037844384,34.0,37.0,25.666666666666668
-10,18.0,1014.0,124.28,0,0,-0.25881904510252157,0.9659258262890681,21.0,33.0,25.0
-9,15.0,1015.0,128.3,0,0,0.0,1.0,14.0,38.0,24.208333333333332
-9,16.0,1015.0,0.89,0,0,0.25881904510252074,0.9659258262890683,13.0,48.0,23.166666666666668
-8,17.0,1015.0,4.02,0,0,0.49999999999999994,0.8660254037844387,16.0,26.0,21.833333333333332
-8,17.0,1015.0,11.17,0,0,0.7071067811865475,0.7071067811865476,12.0,15.0,21.25
-7,16.0,1015.0,16.09,0,0,0.8660254037844386,0.5000000000000001,8.0,18.0,20.958333333333332
-7,15.0,1015.0,20.11,0,0,0.9659258262890683,0.25881904510252074,7.0,17.0,20.5
-4,13.0,1016.0,21.9,0,0,1.0,6.123233995736766e-17,7.0,15.0,20.083333333333332
-2,17.0,1017.0,23.69,0,0,0.9659258262890683,-0.25881904510252063,8.0,24.0,19.791666666666668
-3,19.0,1017.0,3.13,0,0,0.8660254037844387,-0.49999999999999983,11.0,23.0,19.25
-3,20.0,1017.0,3.13,0,0,0.7071067811865476,-0.7071067811865475,13.0,20.0,18.833333333333332
-3,23.0,1017.0,3.13,0,0,0.49999999999999994,-0.8660254037844387,14.0,27.0,18.583333333333332
-3,22.0,1016.0,1.79,0,0,0.258819045102521,-0.9659258262890682,14.0,14.0,18.041666666666668
-2,23.0,1016.0,1.79,0,0,1.2246467991473532e-16,-1.0,14.0,12.0,18.041666666666668
-2,24.0,1015.0,1.79,0,0,-0.2588190451025208,-0.9659258262890683,13.0,16.0,18.083333333333332
-2,24.0,1014.0,1.79,0,0,-0.4999999999999998,-0.8660254037844388,15.0,27.0,18.041666666666668
-3,24.0,1013.0,1.79,0,0,-0.7071067811865471,-0.7071067811865479,16.0,24.0,17.583333333333332
0,24.0,1012.0,1.79,0,0,-0.8660254037844384,-0.5000000000000004,13.0,41.0,17.125
-2,24.0,1013.0,5.81,0,0,-0.9659258262890683,-0.25881904510252063,36.0,31.0,16.916666666666668
-2,23.0,1013.0,10.73,0,0,-1.0,-1.8369701987210297e-16,33.0,23.0,17.0
-2,21.0,1013.0,14.75,0,0,-0.9659258262890684,0.2588190451025203,33.0,19.0,17.416666666666668
-2,19.0,1013.0,17.88,0,0,-0.8660254037844386,0.5000000000000001,28.0,34.0,17.791666666666668
0,19.0,1014.0,21.01,0,0,-0.7071067811865477,0.7071067811865474,27.0,34.0,17.5
1,18.0,1014.0,24.14,0,0,-0.5000000000000004,0.8660254037844384,35.0,21.0,17.541666666666668
3,18.0,1014.0,27.27,0,0,-0.25881904510252157,0.9659258262890681,45.0,14.0,18.541666666666668
4,17.0,1014.0,31.29,0,0,0.0,1.0,57.0,13.0,20.333333333333332
4,16.0,1013.0,33.08,0,0,0.25881904510252074,0.9659258262890683,68.0,16.0,22.625
4,15.0,1013.0,36.21,0,0,0.49999999999999994,0.8660254037844387,79.0,12.0,25.25
4,15.0,1012.0,38.0,0,0,0.7071067811865475,0.7071067811865476,65.0,8.0,27.458333333333332
5,15.0,1012.0,39.79,0,0,0.8660254037844386,0.5000000000000001,70.0,7.0,30.041666666666668
6,14.0,1012.0,41.58,0,0,0.9659258262890683,0.25881904510252074,79.0,7.0,33.041666666666664
6,15.0,1012.0,44.71,0,0,1.0,6.123233995736766e-17,81.0,8.0,36.125
6,16.0,1013.0,48.73,0,0,0.9659258262890683,-0.25881904510252063,93.0,11.0,39.666666666666664
8,15.0,1013.0,51.86,0,0,0.8660254037844387,-0.49999999999999983,81.0,13.0,42.583333333333336
7,16.0,1013.0,55.88,0,0,0.7071067811865476,-0.7071067811865475,50.0,14.0,44.125
7,15.0,1013.0,59.9,0,0,0.49999999999999994,-0.8660254037844387,63.0,14.0,46.166666666666664
7,16.0,1013.0,63.92,0,0,0.258819045102521,-0.9659258262890682,44.0,14.0,47.416666666666664
6,17.0,1012.0,67.05,0,0,1.2246467991473532e-16,-1.0,42.0,13.0,48.583333333333336
7,16.0,1011.0,71.97,0,0,-0.2588190451025208,-0.9659258262890683,39.0,15.0,49.666666666666664
8,16.0,1009.0,75.1,0,0,-0.4999999999999998,-0.8660254037844388,55.0,16.0,51.333333333333336
8,15.0,1008.0,78.23,0,0,-0.7071067811865471,-0.7071067811865479,48.0,13.0,52.666666666666664
9,15.0,1007.0,81.36,0,0,-0.8660254037844384,-0.5000000000000004,53.0,36.0,54.333333333333336
9,15.0,1007.0,83.15,0,0,-0.9659258262890683,-0.25881904510252063,43.0,33.0,54.625
10,14.0,1007.0,84.94,0,1,-1.0,-1.8369701987210297e-16,54.0,33.0,55.5
11,14.0,1007.0,0.89,0,0,-0.9659258262890684,0.2588190451025203,58.0,28.0,56.541666666666664
11,12.0,1006.0,1.78,0,0,-0.8660254037844386,0.5000000000000001,63.0,27.0,58.0
10,14.0,1007.0,4.02,0,0,-0.7071067811865477,0.7071067811865474,80.0,35.0,60.208333333333336
9,13.0,1006.0,5.81,0,0,-0.5000000000000004,0.8660254037844384,95.0,45.0,62.708333333333336
9,11.0,1006.0,6.7,0,0,-0.25881904510252157,0.9659258262890681,93.0,57.0,64.70833333333333
9,12.0,1005.0,0.89,0,1,0.0,1.0,94.0,68.0,66.25
8,13.0,1004.0,1.78,0,0,0.25881904510252074,0.9659258262890683,98.0,79.0,67.5
10,12.0,1003.0,2.67,0,0,0.49999999999999994,0.8660254037844387,110.0,65.0,68.79166666666667
10,11.0,1003.0,3.12,0,0,0.7071067811865475,0.7071067811865476,113.0,70.0,70.79166666666667
10,12.0,1002.0,1.79,0,1,0.8660254037844386,0.5000000000000001,107.0,79.0,72.33333333333333
10,11.0,1001.0,1.79,0,0,0.9659258262890683,0.25881904510252074,114.0,81.0,73.79166666666667
10,12.0,1001.0,4.92,0,0,1.0,6.123233995736766e-17,123.0,93.0,75.54166666666667
11,12.0,1001.0,1.79,0,0,0.9659258262890683,-0.25881904510252063,130.0,81.0,77.08333333333333
12,13.0,1001.0,0.89,0,0,0.8660254037844387,-0.49999999999999983,136.0,50.0,79.375
12,14.0,1001.0,1.78,0,0,0.7071067811865476,-0.7071067811865475,147.0,63.0,83.41666666666667
12,15.0,1002.0,4.92,0,0,0.49999999999999994,-0.8660254037844387,148.0,44.0,86.95833333333333
11,17.0,1002.0,1.79,0,0,0.258819045102521,-0.9659258262890682,168.0,42.0,92.125
11,18.0,1002.0,2.68,0,0,1.2246467991473532e-16,-1.0,201.0,39.0,98.75
10,21.0,1001.0,3.13,0,0,-0.2588190451025208,-0.9659258262890683,188.0,55.0,104.95833333333333
-3,23.0,1001.0,12.96,0,0,-0.4999999999999998,-0.8660254037844388,150.0,48.0,108.91666666666667
-6,23.0,1001.0,22.79,0,0,-0.7071067811865471,-0.7071067811865479,118.0,53.0,111.83333333333333
-6,23.0,1001.0,30.84,0,0,-0.8660254037844384,-0.5000000000000004,84.0,43.0,113.125
-7,23.0,1001.0,38.89,0,0,-0.9659258262890683,-0.25881904510252063,59.0,54.0,113.79166666666667
-7,22.0,1001.0,44.7,0,0,-1.0,-1.8369701987210297e-16,44.0,58.0,113.375
2,18.0,1002.0,1.79,0,0,-0.9659258262890684,0.2588190451025203,39.0,63.0,112.58333333333333
1,16.0,1003.0,3.13,0,0,-0.8660254037844386,0.5000000000000001,35.0,80.0,111.41666666666667
1,15.0,1003.0,4.92,0,0,-0.7071067811865477,0.7071067811865474,63.0,95.0,110.70833333333333
-1,17.0,1004.0,6.71,0,0,-0.5000000000000004,0.8660254037844384,95.0,93.0,110.70833333333333
0,14.0,1004.0,0.89,0,0,-0.25881904510252157,0.9659258262890681,79.0,94.0,110.125
4,12.0,1004.0,1.78,0,0,0.0,1.0,75.0,98.0,109.33333333333333
4,10.0,1004.0,2.67,0,0,0.25881904510252074,0.9659258262890683,97.0,110.0,109.29166666666667
3,10.0,1003.0,3.13,0,0,0.49999999999999994,0.8660254037844387,110.0,113.0,109.29166666666667
3,10.0,1003.0,0.89,0,0,0.7071067811865475,0.7071067811865476,111.0,107.0,109.20833333333333
3,8.0,1003.0,1.79,0,0,0.8660254037844386,0.5000000000000001,98.0,114.0,108.83333333333333
2,11.0,1003.0,0.89,0,0,0.9659258262890683,0.25881904510252074,97.0,123.0,108.125
