,pm2.5
6860,307.0
6861,324.0
6862,361.0
6863,438.0
6864,476.0
6865,503.0
6866,470.0
6867,480.0
6868,482.0
6869,535.0
6870,569.0
6871,562.0
6872,485.0
6873,488.0
6874,470.0
6875,453.0
6876,466.0
6877,466.0
6878,501.0
6879,559.0
6880,557.0
6881,540.0
6882,364.0
6883,230.0
6884,185.0
6885,135.0
6886,95.0
6887,106.0
6888,123.0
6889,159.0
6890,192.0
6891,277.0
6892,371.0
6893,454.0
6894,422.0
6895,389.0
6896,328.0
6897,296.0
6898,282.0
6899,286.0
6900,271.0
6901,262.0
6902,224.0
6903,200.0
6904,202.0
6905,219.0
6906,214.0
6907,200.0
6908,207.0
6909,217.0
6910,241.0
6911,280.0
6912,306.0
6913,353.0
6914,395.0
6915,432.0
6916,438.0
6917,433.0
6918,462.0
6919,439.0
6920,398.0
6921,355.0
6922,316.0
6923,287.0
6924,210.0
6925,139.0
6926,31.0
6927,28.0
6928,19.0
6929,16.0
6930,14.0
6931,10.0
6932,8.0
6933,10.0
6934,11.0
6935,11.0
6936,12.0
6937,18.0
6938,19.0
6939,11.0
6940,24.0
6941,19.0
6942,25.0
6943,23.0
6944,49.0
6945,55.0
6946,68.0
6947,66.0
6948,73.0
6949,69.0
6950,80.0
6951,46.0
6952,33.0
6953,24.0
6954,28.0
6955,43.0
6956,73.0
6957,69.0
6958,74.0
6959,91.0
6960,123.0
6961,181.0
6962,223.0
6963,228.0
6964,249.0
6965,236.0
6966,218.0
6967,222.0
6968,238.0
6969,225.0
6970,244.0
6971,232.0
6972,203.0
6973,213.0
6974,241.0
6975,238.0
6976,213.0
6977,214.0
6978,201.0
6979,208.0
6980,217.0
6981,258.0
6982,251.0
6983,235.0
6984,240.0
6985,253.0
6986,264.0
6987,256.0
6988,238.0
6989,223.0
6990,225.0
6991,194.0
6992,181.0
6993,88.0
6994,27.0
6995,19.0
6996,17.0
6997,17.0
6998,17.0
6999,18.0
7000,17.0
7001,16.0
7002,12.0
7003,13.0
7004,16.0
7005,12.0
7006,30.0
7007,19.0
7008,22.0
7009,22.0
7010,23.0
7011,16.0
7012,26.0
7013,24.0
7014,20.0
7015,28.0
7016,23.0
7017,22.0
7018,45.0
7019,62.0
7020,63.0
7021,80.0
7022,55.0
7023,49.0
7024,54.0
7025,57.0
7026,54.0
7027,52.0
7028,63.0
7029,105.0
7030,106.0
7031,104.0
7032,146.0
7033,177.0
7034,168.0
7035,142.0
7036,120.0
7037,94.0
7038,89.0
7039,85.0
7040,62.0
7041,70.0
7042,80.0
7043,94.0
7044,93.0
7045,96.0
7046,96.0
7047,124.0
7048,137.0
7049,127.0
7050,130.0
7051,135.0
7052,127.0
7053,148.0
7054,159.0
7055,206.0
7056,174.0
7057,156.0
7058,56.0
7059,43.0
7060,61.0
7061,69.0
7062,49.0
7063,30.0
7064,21.0
7065,12.0
7066,20.0
7067,19.0
7068,12.0
7069,13.0
7070,11.0
7071,8.0
7072,7.0
7073,8.0
7074,9.0
7075,12.0
7076,18.0
7077,32.0
7078,43.0
7079,41.0
7080,35.0
7081,45.0
7082,46.0
7083,47.0
7084,59.0
7085,83.0
7086,74.0
7087,74.0
7088,74.0
7089,64.0
7090,79.0
7091,97.0
7092,142.0
7093,150.0
7094,173.0
7095,136.0
7096,141.0
7097,148.0
7098,184.0
7099,202.0
7100,229.0
7101,268.0
7102,281.0
7103,316.0
7104,354.0
7105,360.0
7106,379.0
7107,443.0
7108,418.0
7109,376.0
7110,309.0
7111,248.0
7112,166.0
7113,154.0
7114,159.0
7115,144.0
7116,124.0
7117,121.0
7118,121.0
7119,136.0
7120,130.0
7121,103.0
7122,98.0
7123,111.0
7124,130.0
7125,168.0
7126,179.0
7127,173.0
7128,174.0
7129,172.0
7130,213.0
7131,236.0
7132,267.0
7133,237.0
7134,236.0
7135,198.0
7136,176.0
7137,159.0
7138,170.0
7139,164.0
7140,170.0
7141,182.0
7142,240.0
7143,256.0
7144,261.0
7145,247.0
7146,242.0
7147,237.0
7148,236.0
7149,247.0
7150,234.0
7151,245.0
7152,243.0
7153,249.0
7154,249.0
7155,259.0
7156,256.0
7157,252.0
7158,248.0
7159,239.0
7160,238.0
7161,239.0
7162,245.0
7163,235.0
7164,233.0
7165,248.0
7166,258.0
7167,264.0
7168,261.0
7169,276.0
7170,268.0
7171,259.0
7172,257.0
7173,266.0
7174,271.0
7175,264.0
7176,288.0
7177,284.0
7178,275.0
7179,270.0
7180,259.0
7181,240.0
7182,218.0
7183,235.0
7184,142.0
7185,128.0
7186,85.0
7187,71.0
7188,61.0
7189,39.0
7190,33.0
7191,26.0
7192,22.0
7193,14.0
7194,19.0
7195,12.0
7196,14.0
7197,13.0
7198,17.0
7199,21.0
7200,17.0
7201,25.0
7202,23.0
7203,15.0
7204,23.0
7205,22.0
7206,16.0
7207,11.0
7208,13.0
7209,28.0
7210,36.0
7211,41.0
7212,107.0
7213,72.0
7214,72.0
7215,72.0
7216,73.0
7217,65.0
7218,58.0
7219,71.0
7220,69.0
7221,88.0
7222,146.0
7223,162.0
7224,174.0
7225,193.0
7226,167.0
7227,193.0
7228,167.0
7229,145.0
7230,128.0
7231,129.0
7232,122.0
7233,158.0
7234,154.0
7235,133.0
7236,100.0
7237,113.0
7238,139.0
7239,120.0
7240,116.0
7241,118.0
7242,121.0
7243,127.0
7244,173.0
7245,216.0
7246,233.0
7247,248.0
7248,281.0
7249,273.0
7250,309.0
7251,322.0
7252,271.0
7253,204.0
7254,169.0
7255,130.0
7256,161.0
7257,153.0
7258,125.0
7259,113.0
7260,35.0
7261,22.0
7262,16.0
7263,18.0
7264,27.0
7265,16.0
7266,22.0
7267,11.0
7268,9.0
7269,10.0
7270,10.0
7271,11.0
7272,11.0
7273,8.0
7274,9.0
7275,11.0
7276,9.0
7277,9.0
7278,10.0
7279,10.0
7280,9.0
7281,9.0
7282,17.0
7283,15.0
7284,15.0
7285,19.0
7286,15.0
7287,15.0
7288,13.0
7289,16.0
7290,14.0
7291,13.0
7292,12.0
7293,16.0
7294,20.0
7295,32.0
7296,40.0
7297,46.0
7298,44.0
7299,61.0
7300,53.0
7301,45.0
7302,43.0
7303,43.0
7304,46.0
7305,76.0
7306,94.0
7307,127.0
7308,68.0
7309,74.0
7310,27.0
7311,23.0
7312,83.0
7313,41.0
7314,50.0
7315,46.0
7316,53.0
7317,41.0
7318,50.0
7319,49.0
7320,56.0
7321,52.0
7322,67.0
7323,93.0
7324,100.0
7325,73.0
7326,46.0
7327,40.0
7328,62.0
7329,29.0
7330,28.0
7331,19.0
7332,26.0
7333,38.0
7334,36.0
7335,27.0
7336,21.0
7337,16.0
7338,13.0
7339,9.0
7340,18.0
7341,13.0
7342,20.0
7343,29.0
7344,61.0
7345,52.0
7346,77.0
7347,116.0
7348,126.0
7349,132.0
7350,151.0
7351,158.0
7352,152.0
7353,154.0
7354,155.0
7355,185.0
7356,146.0
7357,159.0
7358,212.0
7359,209.0
7360,215.0
7361,211.0
7362,218.0
7363,220.0
7364,238.0
7365,243.0
7366,257.0
7367,257.0
7368,254.0
7369,246.0
7370,241.0
7371,230.0
7372,218.0
7373,215.0
7374,212.0
7375,231.0
7376,237.0
7377,230.0
7378,231.0
7379,221.0
7380,180.0
7381,38.0
7382,29.0
7383,35.0
7384,28.0
7385,25.0
7386,25.0
7387,19.0
7388,18.0
7389,13.0
7390,10.0
7391,11.0
7392,14.0
7393,16.0
7394,19.0
7395,17.0
7396,36.0
7397,18.0
7398,14.0
7399,16.0
7400,22.0
7401,23.0
7402,19.0
7403,23.0
7404,35.0
7405,47.0
7406,40.0
7407,41.0
7408,36.0
7409,49.0
7410,47.0
7411,46.0
7412,34.0
7413,43.0
7414,53.0
7415,82.0
7416,116.0
7417,122.0
7418,119.0
7419,109.0
7420,131.0
7421,112.0
7422,115.0
7423,102.0
7424,105.0
7425,100.0
7426,101.0
7427,107.0
7428,94.0
7429,87.0
7430,100.0
7431,95.0
7432,101.0
7433,104.0
7434,118.0
7435,117.0
7436,113.0
7437,109.0
7438,122.0
7439,139.0
7440,140.0
7441,179.0
7442,171.0
7443,140.0
7444,15.0
7445,11.0
7446,8.0
7447,6.0
7448,7.0
7449,10.0
7450,16.0
7451,13.0
7452,19.0
7453,19.0
7454,18.0
7455,17.0
7456,20.0
7457,15.0
7458,18.0
7459,18.0
7460,9.0
7461,17.0
7462,19.0
7463,22.0
7464,27.0
7465,21.0
7466,15.0
7467,16.0
7468,24.0
7469,17.0
7470,13.0
7471,20.0
7472,17.0
7473,19.0
7474,15.0
7475,23.0
7476,22.0
7477,20.0
7478,23.0
7479,22.0
7480,16.0
7481,16.0
7482,15.0
7483,16.0
7484,16.0
7485,17.0
7486,15.0
7487,16.0
7488,15.0
7489,8.0
7490,15.0
7491,11.0
7492,12.0
7493,14.0
7494,13.0
7495,13.0
7496,15.0
7497,13.0
7498,13.0
7499,18.0
7500,17.0
7501,23.0
7502,22.0
7503,22.0
7504,25.0
7505,17.0
7506,21.0
7507,24.0
7508,13.0
7509,15.0
7510,43.0
7511,43.0
7512,50.0
7513,54.0
7514,27.0
7515,20.0
7516,28.0
7517,30.0
7518,22.0
7519,27.0
7520,27.0
7521,40.0
7522,41.0
7523,39.0
7524,40.0
7525,54.0
7526,56.0
7527,63.0
7528,58.0
7529,50.0
7530,89.0
7531,81.0
7532,74.0
7533,55.0
7534,60.0
7535,72.0
7536,82.0
7537,98.0
7538,95.0
7539,55.0
7540,41.0
7541,39.0
7542,36.0
7543,34.0
7544,34.0
7545,42.0
7546,40.0
7547,71.0
7548,69.0
7549,64.0
7550,65.0
7551,71.0
7552,73.0
7553,79.0
7554,93.0
7555,87.0
7556,136.0
7557,135.0
7558,145.0
7559,205.0
7560,282.0
7561,325.0
7562,379.0
7563,374.0
7564,363.0
7565,319.0
7566,265.0
7567,247.0
7568,231.0
7569,215.0
7570,210.0
7571,242.0
7572,249.0
7573,211.0
7574,201.0
7575,206.0
7576,224.0
7577,230.0
7578,246.0
7579,255.0
7580,269.0
7581,302.0
7582,315.0
7583,296.0
7584,290.0
7585,308.0
7586,454.0
7587,528.0
7588,485.0
7589,489.0
7590,404.0
7591,299.0
7592,298.0
7593,133.0
7594,105.0
7595,72.0
7596,64.0
7597,52.0
7598,49.0
7599,40.0
7600,43.0
7601,35.0
7602,22.0
7603,16.0
7604,10.0
7605,34.0
7606,64.0
7607,59.0
7608,104.0
7609,126.0
7610,144.0
7611,161.0
7612,187.0
7613,200.0
7614,206.0
7615,233.0
7616,221.0
7617,220.0
7618,230.0
7619,254.0
7620,311.0
7621,352.0
7622,227.0
7623,175.0
7624,91.0
7625,129.0
7626,196.0
7627,117.0
7628,104.0
7629,115.0
7630,138.0
7631,147.0
7632,237.0
7633,245.0
7634,311.0
7635,410.0
7636,405.0
7637,391.0
7638,397.0
7639,396.0
7640,367.0
7641,346.0
7642,340.0
7643,266.0
7644,206.0
7645,224.0
7646,430.0
7647,441.0
7648,425.0
7649,439.0
7650,427.0
7651,474.0
7652,500.0
7653,548.0
7654,584.0
7655,607.0
7656,611.0
7657,615.0
7658,587.0
7659,570.0
7660,573.0
7661,513.0
7662,397.0
7663,365.0
7664,295.0
7665,263.0
7666,87.0
7667,67.0
7668,48.0
7669,38.0
7670,35.0
7671,23.0
7672,24.0
7673,15.0
7674,17.0
7675,14.0
7676,13.0
7677,17.0
7678,27.0
7679,29.0
7680,24.0
7681,18.0
7682,11.0
7683,10.0
7684,10.0
7685,10.0
7686,12.0
7687,13.0
7688,10.0
7689,11.0
7690,17.0
7691,21.0
7692,17.0
7693,18.0
7694,21.0
7695,24.0
7696,25.0
7697,24.0
7698,33.0
7699,24.0
7700,21.0
7701,21.0
7702,42.0
7703,46.0
7704,52.0
7705,32.0
7706,42.0
7707,32.0
7708,35.0
7709,26.0
7710,27.0
7711,28.0
7712,19.0
7713,24.0
7714,23.0
7715,21.0
7716,27.0
7717,34.0
7718,34.0
7719,25.0
7720,20.0
7721,20.0
7722,26.0
7723,23.0
7724,51.0
7725,71.0
7726,71.0
7727,76.0
7728,103.0
7729,116.0
7730,111.0
7731,135.0
7732,97.0
7733,35.0
7734,17.0
7735,18.0
7736,18.0
7737,17.0
7738,19.0
7739,19.0
7740,21.0
7741,25.0
7742,35.0
7743,22.0
7744,19.0
7745,26.0
7746,21.0
7747,20.0
7748,89.0
7749,93.0
7750,104.0
7751,121.0
7752,117.0
7753,111.0
7754,135.0
7755,163.0
7756,128.0
7757,41.0
7758,26.0
7759,20.0
7760,22.0
7761,27.0
7762,25.0
7763,27.0
7764,30.0
7765,32.0
7766,29.0
7767,30.0
7768,48.0
7769,51.0
7770,55.0
7771,43.0
7772,34.0
7773,55.0
7774,60.0
7775,76.0
7776,75.0
7777,58.0
7778,60.0
7779,81.0
7780,92.0
7781,130.0
7782,161.0
7783,151.0
7784,125.0
7785,108.0
7786,121.0
7787,124.0
7788,106.0
7789,130.0
7790,137.0
7791,119.0
7792,62.0
7793,47.0
7794,38.0
7795,31.0
7796,28.0
7797,21.0
7798,16.0
7799,20.0
7800,29.0
7801,15.0
7802,21.0
7803,16.0
7804,17.0
7805,18.0
7806,16.0
7807,16.0
7808,15.0
7809,16.0
7810,19.0
7811,14.0
7812,15.0
7813,18.0
7814,21.0
7815,19.0
7816,19.0
7817,17.0
7818,21.0
7819,14.0
7820,20.0
7821,34.0
7822,31.0
7823,39.0
7824,88.0
7825,106.0
7826,67.0
7827,73.0
7828,65.0
7829,35.0
7830,31.0
7831,34.0
7832,34.0
7833,40.0
7834,42.0
7835,49.0
7836,67.0
7837,59.0
7838,56.0
7839,69.0
7840,40.0
7841,30.0
7842,21.0
7843,20.0
7844,15.0
7845,13.0
7846,18.0
7847,22.0
7848,14.0
7849,14.0
7850,18.0
7851,17.0
7852,17.0
7853,17.0
7854,14.0
7855,14.0
7856,14.0
7857,15.0
7858,12.0
7859,10.0
7860,18.0
7861,15.0
7862,18.0
7863,13.0
7864,23.0
7865,27.0
7866,28.0
7867,19.0
7868,15.0
7869,17.0
7870,19.0
7871,23.0
7872,21.0
7873,16.0
7874,20.0
7875,20.0
7876,21.0
7877,20.0
7878,16.0
7879,16.0
7880,13.0
7881,14.0
7882,16.0
7883,18.0
7884,15.0
7885,19.0
7886,14.0
7887,18.0
7888,21.0
7889,21.0
7890,19.0
7891,18.0
7892,20.0
7893,28.0
7894,27.0
7895,17.0
7896,19.0
7897,16.0
7898,22.0
7899,36.0
7900,31.0
7901,20.0
7902,19.0
7903,18.0
7904,17.0
7905,14.0
7906,14.0
7907,22.0
7908,22.0
7909,25.0
7910,24.0
7911,31.0
7912,37.0
7913,35.0
7914,32.0
7915,37.0
7916,40.0
7917,52.0
7918,63.0
7919,72.0
7920,76.0
7921,76.0
7922,67.0
7923,65.0
7924,78.0
7925,85.0
7926,143.0
7927,181.0
7928,188.0
7929,167.0
7930,173.0
7931,155.0
7932,124.0
7933,105.0
7934,87.0
7935,93.0
7936,134.0
7937,164.0
7938,180.0
7939,184.0
7940,175.0
7941,188.0
7942,255.0
7943,286.0
7944,225.0
7945,234.0
7946,226.0
7947,233.0
7948,275.0
7949,153.0
7950,121.0
7951,77.0
7952,64.0
7953,67.0
7954,67.0
7955,59.0
7956,74.0
7957,89.0
7958,96.0
7959,96.0
7960,85.0
7961,84.0
7962,90.0
7963,61.0
7964,65.0
7965,73.0
7966,68.0
7967,58.0
7968,53.0
7969,46.0
7970,38.0
7971,28.0
7972,31.0
7973,24.0
7974,21.0
7975,27.0
7976,23.0
7977,24.0
7978,21.0
7979,19.0
7980,21.0
7981,19.0
7982,21.0
7983,18.0
7984,19.0
7985,16.0
7986,18.0
7987,18.0
7988,16.0
7989,10.0
7990,16.0
7991,17.0
7992,17.0
7993,30.0
7994,12.0
7995,13.0
7996,17.0
7997,10.0
7998,12.0
7999,13.0
8000,13.0
8001,9.0
8002,6.0
8003,9.0
8004,14.0
8005,14.0
8006,13.0
8007,18.0
8008,15.0
8009,18.0
8010,13.0
8011,13.0
8012,20.0
8013,21.0
8014,22.0
8015,27.0
8016,21.0
8017,28.0
8018,22.0
8019,18.0
8020,17.0
8021,16.0
8022,27.0
8023,17.0
8024,13.0
8025,23.0
8026,27.0
8027,44.0
8028,24.0
8029,32.0
8030,40.0
8031,43.0
8032,51.0
8033,48.0
8034,56.0
8035,56.0
8036,54.0
8037,69.0
8038,79.0
8039,79.0
8040,92.0
8041,86.0
8042,109.0
8043,120.0
8044,126.0
8045,156.0
8046,156.0
8047,173.0
8048,181.0
8049,118.0
8050,79.0
8051,25.0
8052,19.0
8053,16.0
8054,21.0
8055,20.0
8056,23.0
8057,26.0
8058,17.0
8059,43.0
8060,50.0
8061,70.0
8062,69.0
8063,88.0
8064,106.0
8065,115.0
8066,100.0
8067,105.0
8068,76.0
8069,33.0
8070,29.0
8071,26.0
8072,19.0
8073,18.0
8074,13.0
8075,14.0
8076,15.0
8077,18.0
8078,21.0
8079,21.0
8080,16.0
8081,8.0
8082,18.0
8083,12.0
8084,13.0
8085,19.0
8086,21.0
8087,20.0
8088,22.0
8089,37.0
8090,54.0
8091,45.0
8092,24.0
8093,35.0
8094,30.0
8095,34.0
8096,37.0
8097,49.0
8098,62.0
8099,59.0
8100,74.0
8101,61.0
8102,86.0
8103,71.0
8104,56.0
8105,79.0
8106,81.0
8107,89.0
8108,45.0
8109,55.0
8110,49.0
8111,66.0
8112,96.0
8113,100.0
8114,124.0
8115,144.0
8116,252.0
8117,244.0
8118,204.0
8119,166.0
8120,138.0
8121,149.0
8122,139.0
8123,168.0
8124,165.0
8125,123.0
8126,125.0
8127,111.0
8128,79.0
8129,51.0
8130,69.0
8131,75.0
8132,60.0
8133,62.0
8134,74.0
8135,95.0
8136,120.0
8137,125.0
8138,95.0
8139,27.0
8140,25.0
8141,25.0
8142,18.0
8143,12.0
8144,17.0
8145,14.0
8146,15.0
8147,16.0
8148,19.0
8149,20.0
8150,21.0
8151,20.0
8152,14.0
8153,18.0
8154,20.0
8155,13.0
8156,16.0
8157,21.0
8158,20.0
8159,13.0
8160,13.0
8161,13.0
8162,12.0
8163,11.0
8164,12.0
8165,15.0
8166,12.0
8167,12.0
8168,9.0
8169,10.0
8170,11.0
8171,11.0
8172,18.0
8173,22.0
8174,10.0
8175,12.0
8176,17.0
8177,17.0
8178,17.0
8179,14.0
8180,15.0
8181,15.0
8182,21.0
8183,27.0
8184,17.0
8185,29.0
8186,33.0
8187,29.0
8188,24.0
8189,16.0
8190,14.0
8191,13.0
8192,13.0
8193,13.0
8194,19.0
8195,11.0
8196,17.0
8197,26.0
8198,25.0
8199,31.0
8200,37.0
8201,30.0
8202,40.0
8203,39.0
8204,56.0
8205,60.0
8206,72.0
8207,61.0
8208,70.0
8209,73.0
8210,77.0
8211,107.0
8212,130.0
8213,128.0
8214,50.0
8215,41.0
8216,40.0
8217,34.0
8218,37.0
8219,30.0
8220,36.0
8221,27.0
8222,26.0
8223,18.0
8224,20.0
8225,23.0
8226,14.0
8227,18.0
8228,17.0
8229,20.0
8230,17.0
8231,26.0
8232,24.0
8233,16.0
8234,10.0
8235,12.0
8236,12.0
8237,12.0
8238,13.0
8239,13.0
8240,16.0
8241,18.0
8242,17.0
8243,24.0
8244,31.0
8245,31.0
8246,30.0
8247,31.0
8248,23.0
8249,18.0
8250,19.0
8251,19.0
8252,18.0
8253,17.0
8254,21.0
8255,28.0
8256,25.0
8257,21.0
8258,16.0
8259,22.0
8260,24.0
8261,20.0
8262,26.0
8263,21.0
8264,17.0
8265,23.0
8266,23.0
8267,14.0
8268,21.0
8269,26.0
8270,25.0
8271,21.0
8272,21.0
8273,24.0
8274,13.0
8275,13.0
8276,12.0
8277,16.0
8278,18.0
8279,24.0
8280,16.0
8281,34.0
8282,24.0
8283,17.0
8284,15.0
8285,20.0
8286,13.0
8287,17.0
8288,17.0
8289,20.0
8290,20.0
8291,15.0
8292,26.0
8293,25.0
8294,27.0
8295,44.0
8296,29.0
8297,19.0
8298,25.0
8299,47.0
8300,58.0
8301,59.0
8302,70.0
8303,74.0
8304,82.0
8305,91.0
8306,100.0
8307,124.0
8308,120.0
8309,45.0
8310,36.0
8311,34.0
8312,39.0
8313,27.0
8314,20.0
8315,31.0
8316,32.0
8317,36.0
8318,42.0
8319,29.0
8320,24.0
8321,30.0
8322,35.0
8323,37.0
8324,67.0
8325,102.0
8326,155.0
8327,144.0
8328,154.0
8329,170.0
8330,187.0
8331,191.0
8332,130.0
8333,74.0
8334,51.0
8335,43.0
8336,44.0
8337,61.0
8338,67.0
8339,88.0
8340,91.0
8341,54.0
8342,49.0
8343,50.0
8344,48.0
8345,44.0
8346,46.0
8347,48.0
8348,45.0
8349,36.0
8350,23.0
8351,29.0
8352,11.0
8353,12.0
8354,16.0
8355,11.0
8356,12.0
8357,13.0
8358,12.0
8359,12.0
8360,11.0
8361,10.0
8362,10.0
8363,12.0
8364,14.0
8365,15.0
8366,14.0
8367,13.0
8368,21.0
8369,19.0
8370,18.0
8371,16.0
8372,20.0
8373,16.0
8374,21.0
8375,16.0
8376,11.0
8377,16.0
8378,15.0
8379,9.0
8380,11.0
8381,11.0
8382,19.0
8383,21.0
8384,23.0
8385,27.0
8386,27.0
8387,43.0
8388,33.0
8389,27.0
8390,27.0
8391,36.0
8392,49.0
8393,71.0
8394,79.0
8395,63.0
8396,47.0
8397,52.0
8398,58.0
8399,70.0
8400,78.0
8401,87.0
8402,95.0
8403,109.0
8404,95.0
8405,90.0
8406,69.0
8407,66.0
8408,47.0
8409,40.0
8410,16.0
8411,11.0
8412,12.0
8413,13.0
8414,13.0
8415,23.0
8416,21.0
8417,17.0
8418,13.0
8419,17.0
8420,17.0
8421,11.0
8422,12.0
8423,25.0
8424,23.0
8425,32.0
8426,31.0
8427,34.0
8428,37.0
8429,29.0
8430,35.0
8431,21.0
8432,21.0
8433,26.0
8434,41.0
8435,82.0
8436,58.0
8437,56.0
8438,61.0
8439,54.0
8440,46.0
8441,55.0
8442,71.0
8443,83.0
8444,85.0
8445,93.0
8446,103.0
8447,132.0
8448,144.0
8449,137.0
8450,117.0
8451,128.0
8452,161.0
8453,89.0
8454,40.0
8455,24.0
8456,20.0
8457,16.0
8458,19.0
8459,18.0
8460,19.0
8461,23.0
8462,8.0
8463,11.0
8464,17.0
8465,13.0
8466,14.0
8467,13.0
8468,12.0
8469,12.0
8470,11.0
8471,26.0
8472,19.0
8473,20.0
8474,32.0
8475,32.0
8476,18.0
8477,13.0
8478,23.0
8479,23.0
8480,20.0
8481,23.0
8482,31.0
8483,27.0
8484,19.0
8485,21.0
8486,21.0
8487,18.0
8488,16.0
8489,14.0
8490,14.0
8491,12.0
8492,12.0
8493,13.0
8494,12.0
8495,16.0
8496,14.0
8497,10.0
8498,15.0
8499,3.0
8500,6.0
8501,10.0
8502,7.0
8503,4.0
8504,2.0
8505,7.0
8506,11.0
8507,8.0
8508,9.0
8509,16.0
8510,27.0
8511,19.0
8512,11.0
8513,42.0
8514,15.0
8515,13.0
8516,11.0
8517,9.0
8518,12.0
8519,16.0
8520,9.0
8521,10.0
8522,9.0
8523,21.0
8524,22.0
8525,10.0
8526,19.0
8527,7.0
8528,8.0
8529,8.0
8530,9.0
8531,17.0
8532,19.0
8533,21.0
8534,24.0
8535,16.0
8536,14.0
8537,16.0
8538,16.0
8539,11.0
8540,13.0
8541,16.0
8542,37.0
8543,46.0
8544,45.0
8545,49.0
8546,45.0
8547,21.0
8548,15.0
8549,12.0
8550,12.0
8551,15.0
8552,13.0
8553,10.0
8554,25.0
8555,43.0
8556,23.0
8557,27.0
8558,19.0
8559,23.0
8560,23.0
8561,17.0
8562,21.0
8563,18.0
8564,28.0
8565,24.0
8566,46.0
8567,61.0
8568,69.0
8569,68.0
8570,55.0
8571,33.0
8572,43.0
8573,28.0
8574,34.0
8575,29.0
8576,37.0
8577,34.0
8578,27.0
8579,44.0
8580,37.0
8581,46.0
8582,43.0
8583,29.0
8584,20.0
8585,27.0
8586,23.0
8587,28.0
8588,22.0
8589,29.0
8590,30.0
8591,42.0
8592,49.0
8593,49.0
8594,59.0
8595,84.0
8596,73.0
8597,70.0
8598,95.0
8599,71.0
8600,47.0
8601,42.0
8602,56.0
8603,48.0
8604,42.0
8605,45.0
8606,60.0
8607,65.0
8608,55.0
8609,38.0
8610,33.0
8611,34.0
8612,19.0
8613,18.0
8614,29.0
8615,44.0
8616,89.0
8617,61.0
8618,61.0
8619,75.0
8620,348.0
8621,79.0
8622,40.0
8623,25.0
8624,29.0
8625,23.0
8626,24.0
8627,39.0
8628,46.0
8629,47.0
8630,30.0
8631,36.0
8632,28.0
8633,44.0
8634,47.0
8635,78.0
8636,100.0
8637,146.0
8638,143.0
8639,167.0
8640,250.0
8641,288.0
8642,289.0
8643,299.0
8644,378.0
8645,270.0
8646,263.0
8647,234.0
8648,171.0
8649,100.0
8650,83.0
8651,77.0
8652,86.0
8653,102.0
8654,77.0
8655,40.0
8656,37.0
8657,33.0
8658,32.0
8659,32.0
8660,21.0
8661,196.0
8662,161.0
8663,143.0
8664,149.0
8665,99.0
8666,64.0
8667,43.0
8668,53.0
8669,46.0
8670,55.0
8671,63.0
8672,74.0
8673,82.0
8674,87.0
8675,90.0
8676,92.0
8677,97.0
8678,100.0
8679,105.0
8680,109.0
8681,130.0
8682,145.0
8683,147.0
8684,165.0
8685,178.0
8686,169.0
8687,155.0
8688,158.0
8689,174.0
8690,201.0
8691,220.0
8692,186.0
8693,144.0
8694,89.0
8695,17.0
8696,19.0
8697,22.0
8698,34.0
8699,31.0
8700,54.0
8701,34.0
8702,29.0
8703,25.0
8704,27.0
8705,21.0
8706,25.0
8707,29.0
8708,21.0
8709,22.0
8710,20.0
8711,35.0
8712,41.0
8713,69.0
8714,83.0
8715,93.0
8716,106.0
8717,110.0
8718,110.0
8719,122.0
8720,130.0
8721,126.0
8722,117.0
8723,118.0
8724,110.0
8725,113.0
8726,131.0
8727,151.0
8728,129.0
8729,117.0
8730,138.0
8731,146.0
8732,108.0
8733,77.0
8734,101.0
8735,200.0
8736,288.0
8737,295.0
8738,263.0
8739,208.0
8740,176.0
8741,121.0
8742,133.0
8743,128.0
8744,162.0
8745,168.0
8746,148.0
8747,119.0
8748,118.0
8749,109.0
8750,80.0
8751,52.0
8752,43.0
8753,37.0
8754,26.0
8755,27.0
8756,27.0
8757,17.0
8758,37.0
8759,47.0
8760,100.0
8761,148.0
8762,132.0
8763,84.0
8764,78.0
8765,132.0
8766,163.0
8767,171.0
8768,176.0
8769,199.0
8770,209.0
8771,208.0
8772,211.0
8773,199.0
8774,212.0
8775,225.0
8776,151.0
8777,96.0
8778,68.0
8779,68.0
8780,79.0
8781,80.0
8782,82.0
8783,43.0
8784,38.0
8785,38.0
8786,35.0
8787,31.0
8788,30.0
8789,28.0
8790,30.0
8791,44.0
8792,55.0
8793,34.0
8794,41.0
8795,52.0
8796,66.0
8797,70.0
8798,74.0
8799,81.0
8800,68.0
8801,62.0
8802,76.0
8803,78.0
8804,79.0
8805,83.0
8806,90.0
8807,95.0
8808,98.0
8809,98.0
8810,97.0
8811,107.0
8812,100.0
8813,105.0
8814,103.0
8815,96.0
8816,104.0
8817,102.0
8818,111.0
8819,82.0
8820,239.0
8821,132.0
8822,66.0
8823,41.0
8824,13.0
8825,10.0
8826,8.0
8827,12.0
8828,12.0
8829,7.0
8830,7.0
8831,10.0
8832,8.0
8833,9.0
8834,9.0
8835,7.0
8836,12.0
8837,11.0
8838,17.0
8839,12.0
8840,10.0
8841,10.0
8842,12.0
8843,16.0
8844,21.0
8845,21.0
8846,22.0
8847,23.0
8848,27.0
8849,34.0
8850,49.0
8851,41.0
8852,48.0
8853,43.0
8854,41.0
8855,39.0
8856,41.0
8857,47.0
8858,58.0
